ID,cow_ID,Parity,DIM,my
1100_4,1836,4,316,11.407913553774
1100_4,1836,4,317,12.2068519229413
1100_4,1836,4,318,10.6692674027232
1100_4,1836,4,319,9.73891243167482
1100_4,1836,4,321,11.7074206751208
1100_4,1836,4,322,11.1627252485912
1100_4,1836,4,323,13.6205599277003
1100_4,1836,4,324,10.5295305051557
1100_4,1836,4,325,11.6619773572301
1100_4,1836,4,328,12.064671497938
1100_4,1836,4,329,12.1540214220398
1100_4,1836,4,331,9.56897476842338
1100_4,1836,4,332,10.1966764448867
1100_4,1836,4,333,11.1796514860017
1100_4,1836,4,334,10.0171843950868
1100_4,1836,4,335,11.4936685976428
1100_4,1836,4,336,8.79124360673696
1100_4,1836,4,337,10.5326948324612
1100_4,1836,4,338,10.6786728526295
1100_4,1836,4,339,10.5243498743188
1100_4,1836,4,340,10.1941555974321
1100_4,1836,4,341,9.45834911348584
1100_4,1836,4,342,9.18141367348944
1100_4,1836,4,343,10.5861339302532
1100_4,1836,4,344,9.14183449792559
1100_4,1836,4,346,9.38790794249083
1100_4,1836,4,347,11.0352205624407
1100_4,1836,4,348,10.0482597624778
1100_4,1836,4,349,10.3692962582235
1100_4,1836,4,350,10.917567905354
1100_4,1836,4,352,11.0637731789975
1100_4,1836,4,353,7.59471825432165
1100_4,1836,4,354,8.46995281439601
1100_4,1836,4,355,9.43543896673499
1100_4,1836,4,356,8.69032886161737
1100_4,1836,4,357,10.6504559540345
1100_4,1836,4,358,11.5570585619955
1100_4,1836,4,359,10.4387071270868
1100_4,1836,4,360,7.15329776031185
1100_4,1836,4,361,10.0815870901766
1100_4,1836,4,362,8.76893426753104
1100_4,1836,4,363,10.4944816561255
1100_4,1836,4,364,9.1059011305746
1100_4,1836,4,365,9.17015618808799
1100_4,1836,4,366,5.19023142194354
1100_4,1836,4,367,8.54601136257332
1100_4,1836,4,368,11.2419898748754
1100_4,1836,4,369,8.93484860146996
1100_4,1836,4,370,9.53258541601655
1100_4,1836,4,371,6.75375271218807
1100_4,1836,4,372,7.79038138607793
1100_4,1836,4,373,4.25820082650109
1100_4,1836,4,374,8.34411829482702
1100_4,1836,4,375,11.8124472527574
1100_4,1836,4,376,9.52370562230698
1100_4,1836,4,377,10.8560861925275
1100_4,1836,4,378,6.72892663073398
1100_4,1836,4,379,8.38893901048006
1100_4,1836,4,380,9.11092561875708
1100_4,1836,4,381,9.15521389408038
1100_4,1836,4,383,9.7265136762379
1100_4,1836,4,384,10.3209298035411
1100_4,1836,4,385,4.90457880946469
1100_4,1836,4,386,6.10525913676266
1100_4,1836,4,387,8.55698632712563
1100_4,1836,4,388,8.16430529206312
1100_4,1836,4,389,11.9742546131169
1100_4,1836,4,390,5.89745783578306
1100_4,1836,4,391,6.91673128494682
1100_4,1836,4,392,8.9214226298089
1100_4,1836,4,393,9.38277616173478
1100_4,1836,4,394,8.64406417448418
1100_4,1836,4,395,5.80036012681378
1100_4,1836,4,396,8.35872650752271
1100_4,1836,4,397,8.09592585968134
1100_4,1836,4,398,7.55903990593157
1100_4,1836,4,399,7.87720590623365
1104_6,1155,6,3,22.6504867557844
1104_6,1155,6,4,23.736776133939
1104_6,1155,6,5,23.8566450961229
1104_6,1155,6,6,21.8916845925604
1104_6,1155,6,7,25.5037801141466
1104_6,1155,6,9,25.2303166681298
1104_6,1155,6,10,23.5919956867463
1104_6,1155,6,11,24.0633300340936
1104_6,1155,6,13,26.2281753653478
1104_6,1155,6,14,23.9812330014482
1104_6,1155,6,15,23.0073930405555
1104_6,1155,6,16,23.446929008671
1104_6,1155,6,17,24.1049767515129
1104_6,1155,6,18,23.0812903252426
1104_6,1155,6,19,26.6454426905448
1104_6,1155,6,20,25.65516671298
1104_6,1155,6,21,23.8484266258559
1104_6,1155,6,22,22.6766590943762
1104_6,1155,6,23,22.9944355320546
1104_6,1155,6,24,24.9126012012278
1104_6,1155,6,25,18.420613807965
1104_6,1155,6,26,22.4854797158614
1104_6,1155,6,27,23.4539741330409
1104_6,1155,6,28,23.7314984864613
1104_6,1155,6,29,21.241812825147
1104_6,1155,6,30,22.4302785602549
1104_6,1155,6,31,22.6302084616866
1104_6,1155,6,33,22.9162448586004
1104_6,1155,6,34,24.1940162909832
1104_6,1155,6,35,25.6201843454764
1104_6,1155,6,36,25.3114596363459
1104_6,1155,6,37,23.9295065677637
1104_6,1155,6,38,23.2350333624548
1104_6,1155,6,39,23.9010621181657
1104_6,1155,6,40,23.5326195924984
1104_6,1155,6,41,26.7807398405303
1104_6,1155,6,42,21.7938842704385
1104_6,1155,6,43,25.8698029719447
1104_6,1155,6,44,22.5647805803526
1104_6,1155,6,45,26.8948609983354
1104_6,1155,6,46,24.7554330310052
1104_6,1155,6,47,24.0417048872716
1104_6,1155,6,49,23.8144892390286
1104_6,1155,6,50,23.3811431127823
1104_6,1155,6,52,25.1983639406893
1104_6,1155,6,53,22.7413807123441
1104_6,1155,6,54,24.4349526834784
1104_6,1155,6,55,22.4593521022161
1104_6,1155,6,56,24.6011960176759
1104_6,1155,6,57,22.7841314059707
1104_6,1155,6,59,25.2940772022949
1104_6,1155,6,60,25.2659465313321
1104_6,1155,6,62,27.5858943212284
1104_6,1155,6,63,23.4411166976737
1104_6,1155,6,65,23.3960124206525
1104_6,1155,6,66,23.1908680873609
1104_6,1155,6,68,22.8690281758414
1104_6,1155,6,71,22.6282611119018
1104_6,1155,6,72,23.4335292756725
1104_6,1155,6,73,23.0307563584555
1104_6,1155,6,74,24.4083655887458
1104_6,1155,6,76,25.0087020286999
1104_6,1155,6,77,24.9896762589183
1104_6,1155,6,79,24.6719527658481
1104_6,1155,6,80,24.8428545410798
1104_6,1155,6,81,24.2245956966692
1104_6,1155,6,82,24.9469973325477
1104_6,1155,6,83,23.0168386511896
1104_6,1155,6,85,24.9633005415752
1104_6,1155,6,86,21.5050645541097
1104_6,1155,6,87,25.6164924199192
1104_6,1155,6,88,21.9832421397933
1104_6,1155,6,89,23.6364349669037
1104_6,1155,6,90,24.8322492332772
1104_6,1155,6,91,24.8950697518644
1104_6,1155,6,92,23.1201002684493
1104_6,1155,6,94,24.9728036264403
1104_6,1155,6,95,25.7089059527836
1104_6,1155,6,96,22.8272418258272
1104_6,1155,6,97,23.8688202809053
1104_6,1155,6,98,20.9747173503728
1104_6,1155,6,99,24.0296726101477
1104_6,1155,6,100,23.3846098985838
1104_6,1155,6,101,24.1044685978483
1104_6,1155,6,102,21.1997330845638
1104_6,1155,6,103,26.7485183149384
1104_6,1155,6,104,23.5489432852526
1104_6,1155,6,105,25.0550589721977
1104_6,1155,6,106,25.0136739865828
1104_6,1155,6,108,22.6876143796157
1104_6,1155,6,110,23.6318411384352
1104_6,1155,6,111,25.3085004080588
1104_6,1155,6,113,24.7326841367513
1104_6,1155,6,114,23.8596788694715
1104_6,1155,6,115,23.4748628407906
1104_6,1155,6,116,24.6812396425975
1104_6,1155,6,117,23.3819304481969
1104_6,1155,6,118,25.6785051455529
1104_6,1155,6,119,20.8868033389716
1104_6,1155,6,120,22.6075994005579
1104_6,1155,6,121,24.2823540762134
1104_6,1155,6,122,19.7271760408426
1104_6,1155,6,124,23.8216879442601
1104_6,1155,6,126,21.9339568784964
1104_6,1155,6,127,23.6181662051007
1104_6,1155,6,128,22.6799512292187
1104_6,1155,6,129,22.1451324331827
1104_6,1155,6,130,21.7684199957381
1104_6,1155,6,131,20.4858374759459
1104_6,1155,6,132,21.2126954509626
1104_6,1155,6,134,20.1163030682733
1104_6,1155,6,135,22.4402503336814
1104_6,1155,6,136,22.965583136269
1104_6,1155,6,137,23.6387250486861
1104_6,1155,6,138,24.2507952748294
1104_6,1155,6,139,24.7560782341713
1104_6,1155,6,140,19.6951006838646
1104_6,1155,6,141,21.3961454719519
1104_6,1155,6,142,22.1060150686536
1104_6,1155,6,143,23.2378802203016
1104_6,1155,6,144,21.0300250849283
1104_6,1155,6,145,22.6718556430949
1104_6,1155,6,146,21.4376116967078
1104_6,1155,6,147,22.1044227194546
1104_6,1155,6,148,21.1178170930258
1104_6,1155,6,149,23.7362714712677
1104_6,1155,6,150,19.2606191066928
1104_6,1155,6,151,23.2899718543094
1104_6,1155,6,152,21.7637963811701
1104_6,1155,6,153,23.6099402760234
1104_6,1155,6,154,21.9642667352012
1104_6,1155,6,155,21.3281769697454
1104_6,1155,6,156,22.4399269585449
1104_6,1155,6,157,20.9311613494475
1104_6,1155,6,158,21.094869053346
1104_6,1155,6,159,20.6193010642437
1104_6,1155,6,160,22.443751440247
1104_6,1155,6,161,20.0495413278712
1104_6,1155,6,162,22.2659691220368
1104_6,1155,6,163,18.7309371114808
1104_6,1155,6,164,21.1607479483545
1104_6,1155,6,165,21.6059100188448
1104_6,1155,6,166,23.0892381248556
1104_6,1155,6,167,22.0753486620094
1104_6,1155,6,168,21.588800917345
1104_6,1155,6,169,22.4064126980562
1104_6,1155,6,170,18.2540577628963
1104_6,1155,6,171,19.525398018064
1104_6,1155,6,172,24.5534278901932
1104_6,1155,6,173,19.9401782802902
1104_6,1155,6,174,22.4105991831171
1104_6,1155,6,175,19.67997925105
1104_6,1155,6,176,22.0257583978177
1104_6,1155,6,177,25.0075232771304
1104_6,1155,6,178,20.6545147314214
1104_6,1155,6,179,21.0326270908661
1104_6,1155,6,180,22.3634571550359
1104_6,1155,6,182,24.8488254132027
1104_6,1155,6,183,20.6503546107346
1104_6,1155,6,184,22.4401545703384
1104_6,1155,6,185,22.93421692946
1104_6,1155,6,186,19.4408216832489
1104_6,1155,6,187,19.9903633774859
1104_6,1155,6,188,19.9013911101988
1104_6,1155,6,189,17.6943344086276
1104_6,1155,6,190,20.8651343602915
1104_6,1155,6,191,18.906269479966
1104_6,1155,6,192,18.9672664984527
1104_6,1155,6,193,20.3722805991428
1104_6,1155,6,194,17.8414099589581
1104_6,1155,6,195,20.0393452114571
1104_6,1155,6,197,19.2345888510677
1104_6,1155,6,201,19.3547599944903
1104_6,1155,6,202,17.401442710918
1104_6,1155,6,203,22.7755265915653
1104_6,1155,6,204,20.6481874038637
1104_6,1155,6,205,22.8849271563472
1104_6,1155,6,206,18.7068014263185
1104_6,1155,6,207,16.3717313505826
1104_6,1155,6,208,20.8127101450817
1104_6,1155,6,209,20.6406982147733
1104_6,1155,6,210,20.3057728961717
1104_6,1155,6,211,19.1181191120759
1104_6,1155,6,212,19.7645596182293
1104_6,1155,6,213,17.6906532938592
1104_6,1155,6,214,17.1204554992171
1104_6,1155,6,215,17.5564686744146
1104_6,1155,6,216,20.4773580287373
1104_6,1155,6,217,17.3055280093363
1104_6,1155,6,218,18.35574441392
1104_6,1155,6,220,20.30111756273
1104_6,1155,6,221,18.1448608046056
1104_6,1155,6,222,15.2718500610184
1104_6,1155,6,223,19.3620303660012
1104_6,1155,6,224,18.9740947754388
1104_6,1155,6,225,17.6213731465387
1104_6,1155,6,226,21.1817650030383
1104_6,1155,6,227,20.1856859954096
1104_6,1155,6,228,18.356717693773
1104_6,1155,6,229,18.1235248320816
1104_6,1155,6,230,18.7734583576992
1104_6,1155,6,231,16.9459269431538
1104_6,1155,6,232,18.0483076282288
1104_6,1155,6,233,17.6391024701452
1104_6,1155,6,234,15.00860714011
1104_6,1155,6,235,16.5384206021911
1104_6,1155,6,236,18.3160822864435
1104_6,1155,6,237,16.8468902251142
1104_6,1155,6,238,15.8748580007403
1104_6,1155,6,239,17.8820828066401
1104_6,1155,6,240,18.7157699996588
1104_6,1155,6,242,17.566726883378
1104_6,1155,6,244,15.8201319056755
1104_6,1155,6,245,15.0522280556785
1104_6,1155,6,246,16.6552362745846
1104_6,1155,6,247,14.9146239522608
1104_6,1155,6,248,15.0326477500334
1104_6,1155,6,249,17.1765960461366
1104_6,1155,6,250,18.6780908352742
1104_6,1155,6,251,17.3884666969821
1104_6,1155,6,252,16.0828769382462
1104_6,1155,6,253,13.1564688808428
1104_6,1155,6,254,16.4055154007062
1104_6,1155,6,255,15.0754058989994
1104_6,1155,6,256,15.1545669403162
1104_6,1155,6,257,14.8617588196193
1104_6,1155,6,259,12.8531239625771
1104_6,1155,6,260,14.9812866270404
1104_6,1155,6,261,16.2337166398255
1104_6,1155,6,262,17.6595854802464
1104_6,1155,6,263,14.5399468308732
1104_6,1155,6,264,14.1322031976978
1104_6,1155,6,266,18.261777388392
1104_6,1155,6,267,15.0815920247203
1104_6,1155,6,268,18.1627752360124
1104_6,1155,6,269,14.9733036818218
1104_6,1155,6,270,15.5371495980211
1104_6,1155,6,271,14.1376940280448
1104_6,1155,6,272,16.0273087580801
1104_6,1155,6,273,15.760234336677
1104_6,1155,6,274,14.9167474729868
1104_6,1155,6,275,14.2889654000929
1104_6,1155,6,276,15.6878439838615
1104_6,1155,6,278,15.0024452633097
1104_6,1155,6,279,15.3895566505285
1104_6,1155,6,280,11.3287268490311
1104_6,1155,6,281,13.0522067424476
1104_6,1155,6,282,15.8588709122916
1104_6,1155,6,283,14.7315062557704
1104_6,1155,6,284,14.7452682889524
1104_6,1155,6,285,13.7100673448146
1104_6,1155,6,286,14.4334293643672
1104_6,1155,6,287,12.2004726033333
1104_6,1155,6,289,14.4339316158274
1104_6,1155,6,290,12.7675628260701
1104_6,1155,6,291,14.8904917013886
1104_6,1155,6,292,15.0585720793285
1104_6,1155,6,293,13.1530054154848
1104_6,1155,6,295,12.9739881956982
1104_6,1155,6,296,12.5324819675174
1104_6,1155,6,297,9.84379102124057
1104_6,1155,6,298,14.2282035056144
1104_6,1155,6,299,15.1643336528915
1104_6,1155,6,300,12.5536349495421
1104_6,1155,6,301,13.8185056872442
1104_6,1155,6,302,13.8375025787431
1104_6,1155,6,303,12.6622572414256
1104_6,1155,6,304,13.9605066055069
1104_6,1155,6,305,13.7316930330563
1104_6,1155,6,306,11.7561507338755
1104_6,1155,6,307,11.9139404424348
1104_6,1155,6,308,13.3652213212087
1104_6,1155,6,309,12.9498388725228
1104_6,1155,6,310,11.0813447044255
1104_6,1155,6,311,11.5258789890122
1104_6,1155,6,312,13.9690435419886
1104_6,1155,6,313,12.2947175982835
1104_6,1155,6,314,15.4464324472657
1104_6,1155,6,315,13.8907495160917
1104_6,1155,6,316,12.8023140444979
1104_6,1155,6,317,10.8118221957556
1104_6,1155,6,318,10.9110846372063
1104_6,1155,6,320,13.3116419546556
1104_6,1155,6,321,11.9234381958156
1104_6,1155,6,322,12.5581568425301
1104_6,1155,6,323,10.6141688202414
1104_6,1155,6,324,12.5194641544641
1104_6,1155,6,325,10.0718628235109
1104_6,1155,6,326,12.0633857075513
1104_6,1155,6,327,9.87006731802652
1104_6,1155,6,328,9.74042651452642
1104_6,1155,6,329,13.2811087379954
1104_6,1155,6,330,10.0630799943454
1104_6,1155,6,331,13.6752731583612
1104_6,1155,6,332,12.5851532536068
1104_6,1155,6,333,11.4119301318646
1104_6,1155,6,335,11.002231486821
1104_6,1155,6,336,12.5111160084037
1104_6,1155,6,337,12.3153056405455
1104_6,1155,6,338,11.0787748039115
1104_6,1155,6,339,9.88781660444492
1104_6,1155,6,340,7.30574425414651
1104_6,1155,6,341,9.59513859630603
1104_6,1155,6,342,7.7697002829053
1104_6,1155,6,343,9.28177802152789
1104_6,1155,6,344,10.3668853903306
1104_6,1155,6,345,9.84518192950962
1104_6,1155,6,346,9.3676420628922
1104_6,1155,6,347,10.8027909664762
1104_6,1155,6,348,7.61760131714843
1104_6,1155,6,350,10.873314572459
1104_6,1155,6,351,9.58386005469822
1104_6,1155,6,352,8.48030675323068
1104_6,1155,6,353,8.41514816594972
1104_6,1155,6,354,9.56999470158564
1104_6,1155,6,355,8.81147266320373
1104_6,1155,6,356,9.3287768785835
1104_6,1155,6,357,7.28440151351211
1104_6,1155,6,358,8.54585819540876
1104_6,1155,6,359,8.29018329728028
1104_6,1155,6,360,9.39149336977217
1104_6,1155,6,361,8.82678102230257
1104_6,1155,6,362,9.31847450653442
1104_6,1155,6,363,9.75746163248401
1104_6,1155,6,364,9.49152682858166
1104_6,1155,6,365,11.5847541830402
1104_6,1155,6,366,8.21803307465294
1104_6,1155,6,367,8.98138424263876
1104_6,1155,6,368,8.38449257529318
1104_6,1155,6,369,6.03989075647363
1104_6,1155,6,370,7.90989632242534
1112_1,1900,1,5,30.3276972941098
1112_1,1900,1,6,31.7929846326824
1112_1,1900,1,7,30.3955362941583
1112_1,1900,1,8,30.9159674390883
1112_1,1900,1,9,31.6984532457579
1112_1,1900,1,10,29.2576352861263
1112_1,1900,1,11,30.0685062913565
1112_1,1900,1,13,29.9543979251498
1112_1,1900,1,14,30.5581879071347
1112_1,1900,1,15,32.1306739656801
1112_1,1900,1,16,31.0118634655383
1112_1,1900,1,17,33.5229488418924
1112_1,1900,1,18,32.0998511299917
1112_1,1900,1,19,32.3447321082083
1112_1,1900,1,21,34.2897314789819
1112_1,1900,1,22,31.4482841173926
1112_1,1900,1,23,32.6588841085713
1112_1,1900,1,24,30.8705143882239
1112_1,1900,1,25,33.6834504983077
1112_1,1900,1,26,33.1133121227931
1112_1,1900,1,27,33.5637180604841
1112_1,1900,1,28,34.8157951508982
1112_1,1900,1,29,32.9893813349466
1112_1,1900,1,30,34.0895627893303
1112_1,1900,1,31,32.8697070960761
1112_1,1900,1,32,32.1653497699396
1112_1,1900,1,33,31.0676228044095
1112_1,1900,1,35,34.5943508689697
1112_1,1900,1,36,33.665964418141
1112_1,1900,1,38,35.5823860092264
1112_1,1900,1,39,35.4091870670909
1112_1,1900,1,40,34.5269130036242
1112_1,1900,1,41,34.5302295391212
1112_1,1900,1,42,35.3346402315157
1112_1,1900,1,43,35.8375489171996
1112_1,1900,1,44,36.0278794421791
1112_1,1900,1,45,36.2254780181946
1112_1,1900,1,46,36.4923033355202
1112_1,1900,1,47,35.1742056235642
1112_1,1900,1,48,34.5181961719102
1112_1,1900,1,49,37.8835169110124
1112_1,1900,1,50,36.8975516251774
1112_1,1900,1,51,36.7911274871065
1112_1,1900,1,52,37.0635361729196
1112_1,1900,1,53,38.0017068584381
1112_1,1900,1,54,33.8175672612606
1112_1,1900,1,55,38.5248697442025
1112_1,1900,1,56,36.4990939323554
1112_1,1900,1,57,36.5095840871576
1112_1,1900,1,58,37.0862067286862
1112_1,1900,1,59,35.6628387179643
1112_1,1900,1,60,38.6203795628382
1112_1,1900,1,61,38.6367214494576
1112_1,1900,1,62,36.4743585709013
1112_1,1900,1,63,36.4410202332182
1112_1,1900,1,64,39.12347459288
1112_1,1900,1,65,37.6323736998668
1112_1,1900,1,66,38.3603572887593
1112_1,1900,1,67,39.0555357457564
1112_1,1900,1,68,38.3983363117518
1112_1,1900,1,69,38.0592368793851
1112_1,1900,1,70,38.7769254654143
1112_1,1900,1,71,36.813900589835
1112_1,1900,1,72,40.2752074755607
1112_1,1900,1,73,40.1083662837674
1112_1,1900,1,74,40.3349826995447
1112_1,1900,1,75,41.1988717323388
1112_1,1900,1,76,39.0565790685661
1112_1,1900,1,77,40.3788369967938
1112_1,1900,1,78,38.5504703690303
1112_1,1900,1,80,40.4922136234455
1112_1,1900,1,81,40.6465618048044
1112_1,1900,1,82,37.296145856524
1112_1,1900,1,83,40.5577524106334
1112_1,1900,1,84,41.8137036232466
1112_1,1900,1,85,40.6362872826713
1112_1,1900,1,86,40.8613243825301
1112_1,1900,1,87,40.6907040154412
1112_1,1900,1,88,42.0668556171102
1112_1,1900,1,90,41.722913505046
1112_1,1900,1,91,39.3783902532074
1112_1,1900,1,92,42.3039143601287
1112_1,1900,1,93,40.8238789314466
1112_1,1900,1,94,41.7380345102412
1112_1,1900,1,95,40.3748493424476
1112_1,1900,1,96,39.1910361503404
1112_1,1900,1,97,41.7223779295472
1112_1,1900,1,98,43.0435555845537
1112_1,1900,1,99,40.1289653166315
1112_1,1900,1,101,39.5536845560844
1112_1,1900,1,102,41.0386399885722
1112_1,1900,1,103,40.1389043384415
1112_1,1900,1,104,40.8918252976099
1112_1,1900,1,105,42.030206646374
1112_1,1900,1,107,39.1744182840799
1112_1,1900,1,108,41.3452337786056
1112_1,1900,1,109,41.5204377947762
1112_1,1900,1,110,40.3242440641817
1112_1,1900,1,111,43.7959882712252
1112_1,1900,1,112,41.174562334252
1112_1,1900,1,113,41.418884494545
1112_1,1900,1,115,42.1906913140491
1112_1,1900,1,116,41.916531733982
1112_1,1900,1,117,41.6073107747451
1112_1,1900,1,118,43.0426405964818
1112_1,1900,1,119,40.7896470627476
1112_1,1900,1,120,40.6623403561836
1112_1,1900,1,121,41.361388058767
1112_1,1900,1,122,41.3501145736709
1112_1,1900,1,123,43.0266536899081
1112_1,1900,1,124,42.2640596279426
1112_1,1900,1,125,42.8888188010584
1112_1,1900,1,126,44.4491921908709
1112_1,1900,1,127,43.4998889382031
1112_1,1900,1,128,40.7942694641648
1112_1,1900,1,130,42.3793391911756
1112_1,1900,1,131,41.38594034899
1112_1,1900,1,132,43.0383669404516
1112_1,1900,1,133,41.0241853484213
1112_1,1900,1,134,40.4383228359521
1112_1,1900,1,135,44.4885934535553
1112_1,1900,1,136,43.7761409180303
1112_1,1900,1,138,41.3796318107424
1112_1,1900,1,139,41.0867266128209
1112_1,1900,1,141,41.5711218411037
1112_1,1900,1,142,43.7260295353491
1112_1,1900,1,143,43.9439218136182
1112_1,1900,1,144,44.2529120816062
1112_1,1900,1,145,41.8309558572835
1112_1,1900,1,146,42.3552952418538
1112_1,1900,1,147,36.7109282290962
1112_1,1900,1,148,41.4790579810677
1112_1,1900,1,149,43.1521214883933
1112_1,1900,1,151,40.9630339919181
1112_1,1900,1,152,41.6688287857629
1112_1,1900,1,153,43.4981868386286
1112_1,1900,1,154,41.0766430285054
1112_1,1900,1,155,41.7429501882086
1112_1,1900,1,156,39.368848739156
1112_1,1900,1,157,42.237352753466
1112_1,1900,1,158,41.584935249552
1112_1,1900,1,159,40.8736428903069
1112_1,1900,1,160,43.7944425785423
1112_1,1900,1,161,40.5335924125328
1112_1,1900,1,164,41.183485837017
1112_1,1900,1,165,41.685636901933
1112_1,1900,1,166,41.8619386836422
1112_1,1900,1,167,40.9024309401225
1112_1,1900,1,168,41.4920555782913
1112_1,1900,1,170,41.2446039569742
1112_1,1900,1,171,41.2818814537555
1112_1,1900,1,172,41.747260473942
1112_1,1900,1,173,41.8728433571425
1112_1,1900,1,174,40.1847722458021
1112_1,1900,1,175,39.6727521873346
1112_1,1900,1,176,41.1866154555733
1112_1,1900,1,177,43.7257104543217
1112_1,1900,1,179,39.9358502194008
1112_1,1900,1,180,39.358654566235
1112_1,1900,1,181,40.8266265204713
1112_1,1900,1,182,42.6573786921361
1112_1,1900,1,183,40.3168568435303
1112_1,1900,1,184,38.2019688179685
1112_1,1900,1,185,40.8918092890255
1112_1,1900,1,186,40.4775750904927
1112_1,1900,1,187,40.4420517860627
1112_1,1900,1,188,42.8080259905966
1112_1,1900,1,189,40.7844157852848
1112_1,1900,1,190,39.8091069304472
1112_1,1900,1,191,41.5143543563215
1112_1,1900,1,192,38.6279322711498
1112_1,1900,1,193,41.8084745581683
1112_1,1900,1,195,39.3757189989467
1112_1,1900,1,196,38.9879197761376
1112_1,1900,1,197,40.0969012544548
1112_1,1900,1,198,40.4916460000636
1112_1,1900,1,199,40.5728942849232
1112_1,1900,1,200,39.7321002035706
1112_1,1900,1,201,39.1247467478211
1112_1,1900,1,202,41.0253109307754
1112_1,1900,1,203,38.8607678035028
1112_1,1900,1,204,39.6656115101601
1112_1,1900,1,205,37.8807692518545
1112_1,1900,1,206,37.9874036262962
1112_1,1900,1,207,40.2013802285614
1112_1,1900,1,208,39.5161404933361
1112_1,1900,1,209,39.398366004844
1112_1,1900,1,210,40.2318015565069
1112_1,1900,1,212,37.0224462957777
1112_1,1900,1,213,38.1597801960908
1112_1,1900,1,215,39.2041120275918
1112_1,1900,1,216,37.8136465133722
1112_1,1900,1,217,38.6825614018555
1112_1,1900,1,218,38.2686022079007
1112_1,1900,1,219,39.5952854421836
1112_1,1900,1,220,41.710041663295
1112_1,1900,1,221,38.0429891876191
1112_1,1900,1,222,39.704929176031
1112_1,1900,1,223,40.9152228968704
1112_1,1900,1,224,36.5807929594508
1112_1,1900,1,225,37.4132584751177
1112_1,1900,1,226,38.2584772396963
1112_1,1900,1,227,40.2232700306059
1112_1,1900,1,228,37.6052920204291
1112_1,1900,1,229,37.1191485786896
1112_1,1900,1,230,36.8799868378853
1112_1,1900,1,231,38.0873725563123
1112_1,1900,1,232,34.2834000482998
1112_1,1900,1,233,37.0932475403814
1112_1,1900,1,234,37.5382098455058
1112_1,1900,1,237,37.4783526435668
1112_1,1900,1,239,36.575226127174
1112_1,1900,1,240,37.3369552526448
1112_1,1900,1,241,33.3492001909877
1112_1,1900,1,242,37.6289338056318
1112_1,1900,1,243,35.5785157000553
1112_1,1900,1,244,35.11092234392
1112_1,1900,1,245,39.7624190748832
1112_1,1900,1,246,35.420492508974
1112_1,1900,1,247,34.3018959569683
1112_1,1900,1,248,34.5337061356283
1112_1,1900,1,249,36.2670415858072
1112_1,1900,1,250,32.7075298287324
1112_1,1900,1,251,37.0492175982849
1112_1,1900,1,252,36.3925374603808
1112_1,1900,1,253,35.8162744598418
1112_1,1900,1,254,37.3008382647271
1112_1,1900,1,255,35.0865748263805
1112_1,1900,1,256,34.6327225059096
1112_1,1900,1,258,30.6662896662992
1112_1,1900,1,259,35.4066811957405
1112_1,1900,1,260,32.6628006891655
1112_1,1900,1,261,33.8310644376209
1112_1,1900,1,262,36.1134102959517
1112_1,1900,1,263,32.9014248059397
1112_1,1900,1,264,33.288646881707
1112_1,1900,1,265,35.6034863113156
1112_1,1900,1,266,34.9640569148207
1112_1,1900,1,267,32.7143367174214
1112_1,1900,1,268,35.603438494517
1112_1,1900,1,269,33.7763663518646
1112_1,1900,1,270,35.0346379234695
1112_1,1900,1,271,34.0554611588988
1112_1,1900,1,272,34.7049538380538
1112_1,1900,1,273,32.6941195771663
1112_1,1900,1,274,33.6626803846937
1112_1,1900,1,275,31.2682023325861
1112_1,1900,1,276,33.9293449982876
1112_1,1900,1,277,31.7166457392656
1112_1,1900,1,278,29.7722326769344
1112_1,1900,1,280,35.8605798853119
1112_1,1900,1,281,32.3280671510856
1112_1,1900,1,282,31.9557385530483
1112_1,1900,1,283,30.2050186985993
1112_1,1900,1,284,30.273532361711
1112_1,1900,1,285,34.333382952615
1112_1,1900,1,286,35.6591550825879
1112_1,1900,1,287,30.2718535587829
1112_1,1900,1,288,30.4805700643598
1112_1,1900,1,289,32.5044731685618
1112_1,1900,1,290,33.0806053108392
1112_1,1900,1,291,28.9567573654715
1112_1,1900,1,292,32.7688344902836
1112_1,1900,1,293,31.1772431498592
1112_1,1900,1,294,28.9208810706078
1112_1,1900,1,295,31.9248002052084
1112_1,1900,1,296,30.1995736962102
1112_1,1900,1,298,33.5419425374374
1112_1,1900,1,299,29.7905816569721
1112_1,1900,1,300,30.5984829425718
1112_1,1900,1,302,29.7981031810229
1112_1,1900,1,303,31.4539304268851
1112_1,1900,1,304,29.4637590132771
1112_1,1900,1,305,30.9235161621199
1112_1,1900,1,306,31.4635950112642
1112_1,1900,1,307,30.254846098794
1112_1,1900,1,308,26.9980680354969
1112_1,1900,1,309,30.8651174972549
1112_1,1900,1,310,29.2874451174991
1112_1,1900,1,312,28.5046646546337
1112_1,1900,1,314,28.2870815081769
1112_1,1900,1,315,29.2961319292823
1112_1,1900,1,317,30.1947171192586
1112_1,1900,1,318,29.32747911827
1112_1,1900,1,319,30.4972821105856
1112_1,1900,1,320,29.0440894763623
1112_1,1900,1,321,30.2933595054748
1112_1,1900,1,322,26.4938539736663
1112_1,1900,1,323,29.5528615037794
1112_1,1900,1,324,27.0274348065593
1112_1,1900,1,325,29.5649756392076
1112_1,1900,1,326,30.2818177486724
1112_1,1900,1,329,25.786898978458
